vrai_hop;rdrg;N;NAB
0;240;6442;2091
0;241;8771;2037
0;242;850;417
0;243;7894;1234
0;244;9112;6193
0;245;3018;1431
0;246;1593;900
0;247;8510;2360
0;248;4859;3560
0;249;28720;7077
0;251;6485;976
0;252;1858;798
0;253;2320;568
0;254;22341;4269
0;260;2247;2037
0;261;532;481
0;262;872;808
0;263;18734;13356
0;264;991;678
0;279;1424;795
0;280;3823;1746
0;281;4616;1866
0;282;6567;2208
0;283;3205;846
0;284;10845;7613
0;301;26406;26010
0;302;21591;21365
0;303;300;298
0;304;9342;9135
0;305;1001;950
0;308;10339;9927
0;309;2501;2067
0;310;18160;16346
0;312;301;248
0;313;21776;17698
0;314;15820;13098
0;315;35568;26627
0;316;5498;3841
0;317;6678;3940
0;320;7964;4812
0;321;7071;6791
0;340;1409;442
0;341;3719;1307
0;342;8251;1628
0;343;2161;818
0;344;1287;1125
0;346;3421;964
0;347;20213;3636
0;349;2141;670
0;351;12203;3692
0;361;3200;1883
0;362;6140;3305
0;363;13371;8080
0;364;9048;5834
0;380;2260;1601
0;381;1276;483
0;382;1158;467
0;383;10787;10122
0;384;8147;2691
0;385;4549;1569
0;401;577;499
0;403;11754;10963
0;404;6882;1960
0;405;622;368
0;420;11378;2089
0;421;5579;1174
0;422;4522;1836
0;423;503;72
0;424;3136;565
0;425;4778;1701
0;440;454;454
0;441;1063;1045
0;442;1880;1718
0;443;2805;2466
0;444;1782;753
0;445;1771;1453
0;446;16805;12008
0;447;1260;631
0;460;4611;2276
0;461;1320;666
0;462;857;216
0;463;18806;17882
0;465;11606;4019
0;466;2813;1709
0;468;10987;5219
0;480;3851;3657
0;481;1271;931
0;482;7861;6543
0;483;2693;980
0;484;1469;977
0;500;895;480
0;501;4123;2999
0;510;1865;1724
0;511;445;351
0;512;764;675
0;513;14377;9379
0;514;7680;6612
0;517;644;133
0;518;2723;1352
0;519;4775;4058
0;530;1078;444
0;531;1081;808
0;532;2277;458
0;540;24500;19441
0;541;354;272
0;542;271;154
0;544;2012;760
0;545;1310;461
0;546;560;274
0;560;92141;28644
0;561;1700;715
0;563;5881;1243
0;564;1127;277
0;565;814;60
0;566;11700;2478
0;580;175;96
0;581;20;9
0;583;11;11
0;588;62;61
0;589;9;8
0;591;80;77
0;593;176;152
0;602;169;145
0;603;42;24
0;607;243;193
0;608;116;59
0;609;64;64
0;611;137;89
0;612;255;204
0;613;37;28
0;614;352;165
0;621;106;66
0;622;169;130
0;623;36;30
0;625;146;63
0;626;240;57
0;630;85;83
0;631;111;106
0;633;299;177
0;634;284;237
0;636;125;105
0;639;363;150
0;640;852;115
0;650;214;189
0;651;662;304
0;660;4014;3375
0;661;1034;238
0;662;624;386
0;663;9916;2805
0;680;804;732
0;681;2537;1334
0;690;1139;885
0;691;2875;1548
0;692;863;173
0;693;26777;6084
0;694;2327;867
0;710;1209;1113
0;711;1501;1424
0;720;9296;8986
0;721;4142;3767
0;722;3530;1980
0;723;7934;2555
0;724;2833;2143
0;740;308;229
0;750;384;34
0;751;3404;610
0;752;442;58
0;753;729;86
0;754;3852;487
0;755;1575;148
0;756;2869;247
0;757;4369;1486
0;758;665;80
0;759;274;42
0;760;4302;223
0;770;695;56
0;772;1423;135
0;773;407;53
0;774;228;10
0;775;8671;1010
0;776;1214;256
0;791;4019;2881
0;811;1114;146
0;812;9972;1437
0;813;5338;2564
0;815;2798;857
0;816;2325;282
0;841;21;20
0;842;147;84
0;843;116;57
0;844;690;177
0;850;4317;2711
0;860;3052;1242
0;861;39293;4513
0;862;12598;2063
0;863;912;60
0;890;114;102
0;892;249;170
0;893;45;35
0;894;341;173
0;910;140;132
0;911;166;150
0;912;850;810
0;930;863;432
0;950;2970;2563
0;951;4363;3278
0;952;4069;2962
0;955;22;5
0;956;280;70
