vrai_hop;rdrg;N;NAB
0;362;4848;3272
0;363;14892;9221
0;364;7175;5408
0;380;1870;1353
0;381;741;325
0;382;904;383
0;383;13104;11867
0;384;6983;2014
0;385;5103;2263
0;401;623;567
0;403;13007;12048
0;404;6454;1547
0;405;344;228
0;420;10331;1963
0;421;6103;1266
0;422;4902;1838
0;423;472;93
0;424;3222;638
0;425;4174;1273
0;440;360;350
0;441;1715;1588
0;442;2238;2014
0;443;9810;8140
0;444;827;373
0;445;1373;1056
0;446;13793;10132
0;447;565;404
0;461;1821;1038
0;462;899;234
0;463;24913;23564
0;465;10762;4512
0;466;2721;1886
0;468;10298;4776
0;469;2709;1472
0;470;2603;787
0;480;3963;3760
0;481;1172;876
0;482;8355;6763
0;483;2054;825
0;484;2022;1815
0;500;1102;619
0;501;5365;4072
0;510;726;674
0;511;661;529
0;512;1089;978
0;513;13254;8786
0;514;4509;3790
0;517;608;163
0;518;1869;1034
0;519;4322;3694
0;530;1170;551
0;531;860;689
0;532;1709;391
0;540;23476;20688
0;541;2733;2213
0;542;1850;869
0;544;1506;631
0;545;1203;429
0;546;529;271
0;560;83252;22876
0;561;1802;794
0;563;3015;706
0;564;750;173
0;565;1087;154
0;566;12686;2730
0;580;141;54
0;581;21;11
0;583;18;18
0;588;78;72
0;589;15;13
0;591;95;90
0;593;172;149
0;602;180;134
0;603;36;20
0;607;273;183
0;608;114;47
0;609;66;62
0;611;158;96
0;612;296;203
0;613;33;27
0;614;342;100
0;621;132;67
0;622;254;133
0;623;52;40
0;625;163;54
0;626;312;34
0;630;117;109
0;631;104;94
0;633;403;208
0;634;499;338
0;636;198;156
0;639;474;140
0;640;1573;155
0;650;164;146
0;651;908;448
0;660;3800;3086
0;661;1180;254
0;662;899;498
0;663;10427;2871
0;680;923;825
0;681;3629;1932
0;690;1176;882
0;691;3062;1558
0;692;428;83
0;694;2591;911
0;695;1265;767
0;696;20585;4197
0;710;2852;2638
0;711;2479;2319
0;720;13136;12720
0;721;4163;3868
0;722;3481;1832
0;723;9783;2892
0;724;3215;2264
0;740;513;337
0;750;460;32
0;751;2142;256
0;752;337;30
0;753;1127;129
0;754;2116;257
0;755;2307;177
0;756;3983;422
0;757;4473;1589
0;758;545;44
0;759;281;24
0;760;4710;122
0;770;534;43
0;772;1682;162
0;773;571;92
0;774;513;34
0;775;7889;641
0;776;950;124
0;791;4356;3059
0;811;1445;143
0;812;10484;1396
0;813;5239;2287
0;815;2192;385
0;816;1691;224
0;841;17;17
0;842;234;128
0;843;20;7
0;844;622;143
0;850;9172;5571
0;860;2845;1100
0;861;32454;3157
0;862;14476;2169
0;863;890;59
0;890;131;118
0;892;265;203
0;893;47;35
0;894;314;172
0;910;148;145
0;911;160;144
0;912;1202;1127
0;930;1288;596
0;950;4518;3557
0;951;12290;8656
0;952;4932;3183
0;955;33;4
0;956;462;59
