vrai_hop;rdrg;N;NAB
0;581;29;13
0;583;9;9
0;588;80;80
0;589;9;6
0;591;68;61
0;593;216;191
0;602;175;140
0;603;53;39
0;607;242;182
0;608;103;56
0;609;75;74
0;611;146;109
0;612;248;191
0;613;43;37
0;614;323;144
0;621;107;74
0;622;162;127
0;623;41;35
0;625;119;61
0;626;245;73
0;630;81;77
0;631;106;100
0;633;291;158
0;634;285;224
0;636;153;125
0;639;378;154
0;640;822;126
0;650;212;192
0;651;691;330
0;660;3767;3210
0;661;1006;236
0;662;684;417
0;663;9842;2669
0;680;840;771
0;681;2826;1532
0;690;1197;970
0;691;3137;1636
0;692;713;145
0;693;26500;5871
0;694;2371;924
0;710;1321;1211
0;711;1537;1433
0;720;9432;9102
0;721;4300;3968
0;722;3707;2102
0;723;7821;2498
0;724;2920;2130
0;740;324;239
0;750;349;38
0;751;3295;584
0;752;409;44
0;753;692;106
0;754;3881;508
0;755;1718;109
0;756;2980;248
0;757;4472;1568
0;758;673;61
0;759;319;37
0;760;4829;204
0;770;688;56
0;772;1541;110
0;773;417;71
0;774;279;21
0;775;8318;930
0;776;1203;268
0;791;4150;3041
0;811;1199;148
0;812;9881;1416
0;813;5446;2544
0;815;2690;797
0;816;1981;237
0;841;10;10
0;842;189;100
0;843;104;46
0;844;736;166
0;850;4295;2778
0;860;3777;1418
0;861;40894;4331
0;862;13231;2007
0;863;953;54
0;890;118;108
0;892;287;205
0;893;41;33
0;894;387;203
0;910;138;129
0;911;170;150
0;912;908;863
0;930;897;459
0;950;2880;2466
0;951;4133;3059
0;952;3847;2724
0;955;19;6
0;956;290;78
