vrai_hop;rdrg;N;NAB
0;466;2431;1681
0;468;8944;4293
0;469;2521;1437
0;470;2000;602
0;480;3813;3616
0;481;894;663
0;482;6642;5506
0;483;1698;714
0;484;1598;1429
0;500;882;485
0;501;4303;3339
0;510;692;647
0;511;739;594
0;512;1076;992
0;513;10005;6716
0;514;2757;2297
0;517;456;129
0;518;1516;858
0;519;3530;3033
0;530;1160;587
0;531;675;544
0;532;1429;352
0;540;23355;20477
0;541;2882;2330
0;542;1658;870
0;544;1307;552
0;545;1200;401
0;546;450;229
0;560;80179;21533
0;561;1461;637
0;563;2447;567
0;564;706;150
0;565;881;117
0;566;9835;2242
0;580;104;40
0;581;29;12
0;583;14;14
0;588;66;62
0;589;15;12
0;591;76;72
0;593;161;134
0;602;178;132
0;603;49;34
0;607;246;180
0;608;90;37
0;609;86;79
0;611;142;96
0;612;272;183
0;613;32;30
0;614;399;109
0;621;125;64
0;622;242;148
0;623;42;32
0;625;212;84
0;626;300;40
0;630;103;94
0;631;79;75
0;633;398;209
0;634;459;328
0;636;200;153
0;639;497;138
0;640;1676;120
0;650;135;121
0;651;754;424
0;660;3342;2684
0;661;981;235
0;662;686;355
0;663;9283;2426
0;680;887;804
0;681;3222;1746
0;690;1043;774
0;691;2579;1380
0;692;396;82
0;694;2245;831
0;695;1332;729
0;696;18420;3800
0;710;2731;2554
0;711;2132;2031
0;720;11279;10916
0;721;3339;3113
0;722;3665;1919
0;723;6814;1986
0;724;2392;1802
0;740;466;295
0;750;373;36
0;751;1459;207
0;752;255;24
0;753;755;115
0;754;1488;209
0;755;1768;136
0;756;2968;321
0;757;3755;1395
0;758;391;26
0;759;324;23
0;760;3276;129
0;770;432;45
0;772;1054;113
0;773;446;82
0;774;444;31
0;775;6001;602
0;776;706;96
0;791;3388;2442
0;811;1113;113
0;812;8458;1200
0;813;3880;1719
0;815;1841;341
0;816;1453;234
0;841;11;10
0;842;168;105
0;843;8;3
0;844;510;129
0;850;7178;4471
0;860;2187;903
0;861;24538;3214
0;862;10265;1673
0;863;821;42
0;890;122;116
0;892;207;144
0;893;51;45
0;894;263;143
0;910;166;160
0;911;146;134
0;912;1138;1081
0;930;1192;596
0;950;3934;3142
0;951;11639;8512
0;952;4011;2675
0;955;46;7
0;956;457;45
